"","stock","species","broodyear","recruits","spawners"
"11913","Snohomish","Pink",1973,126342,110000
"12113","Snohomish","Pink",1975,236157,65751
"12313","Snohomish","Pink",1977,397190,125990
"12512","Snohomish","Pink",1979,201209,180724
"12712","Snohomish","Pink",1981,264327,90096
"12912","Snohomish","Pink",1983,555572,198283
"13111","Snohomish","Pink",1985,240925,302192
"13312","Snohomish","Pink",1987,324143,152418
"13512","Snohomish","Pink",1989,272505,80149
"13711","Snohomish","Pink",1991,110944,174000
"13911","Snohomish","Pink",1993,118148,1e+05
"14111","Snohomish","Pink",1995,120046,101600
"14312","Snohomish","Pink",1997,238351,103537
"14513","Snohomish","Pink",1999,1132896,237057
"14713","Snohomish","Pink",2001,1561630,1073369
"14912","Snohomish","Pink",2003,498797,1392568
"15112","Snohomish","Pink",2005,1185255,482245
"15313","Snohomish","Pink",2007,2403012,1143695
"15612","Dungeness","Pink",1959,82702,40000
"15813","Dungeness","Pink",1961,638063,70000
"16012","Dungeness","Pink",1963,99766,4e+05
"16213","Dungeness","Pink",1965,201085,75000
"16412","Dungeness","Pink",1967,20071,95000
"16611","Dungeness","Pink",1969,61248,14400
"16812","Dungeness","Pink",1971,71212,46000
"17010","Dungeness","Pink",1973,35802,47000
"17210","Dungeness","Pink",1975,64885,24300
"17411","Dungeness","Pink",1977,115840,35700
"17611","Dungeness","Pink",1979,4987,50100
"17811","Dungeness","Pink",1981,5692,2900
"18012","Dungeness","Pink",1983,6590,4888
"18212","Dungeness","Pink",1985,2309,4730
"1845","Dungeness","Pink",1987,15710,1906
"18611","Dungeness","Pink",1989,13918,10902
"18811","Dungeness","Pink",1991,1857,9895
"19011","Dungeness","Pink",1993,9534,1695
"19212","Dungeness","Pink",1995,5634,8252
"19412","Dungeness","Pink",1997,7312,4935
"19611","Dungeness","Pink",1999,81470,7306
"19812","Dungeness","Pink",2001,15433,80344
"2005","Dungeness","Pink",2003,8747,15116
"20211","Dungeness","Pink",2005,6352,8667
"2045","Dungeness","Pink",2007,44184,6223
"20711","Stillaguamish","Pink",1959,222830,125000
"20911","Stillaguamish","Pink",1961,2287066,125000
"21111","Stillaguamish","Pink",1963,326268,640000
"2139","Stillaguamish","Pink",1965,250930,185000
"2151","Stillaguamish","Pink",1967,116156,105000
"2172","Stillaguamish","Pink",1969,308532,75000
"2192","Stillaguamish","Pink",1971,66120,2e+05
"2215","Stillaguamish","Pink",1973,57699,35000
"2232","Stillaguamish","Pink",1975,71236,30000
"2252","Stillaguamish","Pink",1977,296768,38000
"2272","Stillaguamish","Pink",1979,46163,135000
"2292","Stillaguamish","Pink",1981,168102,18000
"2313","Stillaguamish","Pink",1983,377234,126100
"2332","Stillaguamish","Pink",1985,188124,2e+05
"2352","Stillaguamish","Pink",1987,339922,119000
"2372","Stillaguamish","Pink",1989,136527,70400
"2392","Stillaguamish","Pink",1991,122038,86000
"24111","Stillaguamish","Pink",1993,246959,110000
"24310","Stillaguamish","Pink",1995,102695,208000
"2452","Stillaguamish","Pink",1997,225711,88572
"2472","Stillaguamish","Pink",1999,817218,224486
"2492","Stillaguamish","Pink",2001,206823,774279
"2514","Stillaguamish","Pink",2003,121925,184433
"2532","Stillaguamish","Pink",2005,248664,117879
"2551","Stillaguamish","Pink",2007,1186319,239896
"2581","Skagit","Pink",1959,666288,2e+05
"26011","Skagit","Pink",1961,5008208,4e+05
"2622","Skagit","Pink",1963,286529,1190000
"2642","Skagit","Pink",1965,259609,150000
"2662","Skagit","Pink",1967,154488,1e+05
"2682","Skagit","Pink",1969,502008,1e+05
"27011","Skagit","Pink",1971,510748,300555
"27211","Skagit","Pink",1973,206471,251181
"2744","Skagit","Pink",1975,927005,103135
"27611","Skagit","Pink",1977,1109206,504924
"27811","Skagit","Pink",1979,393868,300384
"2806","Skagit","Pink",1981,553965,100268
"28212","Skagit","Pink",1983,1294798,470128
"28412","Skagit","Pink",1985,1137568,710030
"2864","Skagit","Pink",1987,1396007,593535
"2882","Skagit","Pink",1989,681726,401300
"2902","Skagit","Pink",1991,738137,351000
"2924","Skagit","Pink",1993,1596373,530000
"29412","Skagit","Pink",1995,121226,857000
"29613","Skagit","Pink",1997,352636,60000
"29811","Skagit","Pink",1999,1102825,320000
"3003","Skagit","Pink",2001,801701,894061
"30211","Skagit","Pink",2003,80328,567080
"30412","Skagit","Pink",2005,312336,60000
"30611","Skagit","Pink",2007,1556928,3e+05
"30912","Nooksack","Pink",1959,197698,30000
"31112","Nooksack","Pink",1961,591699,1e+05
"31312","Nooksack","Pink",1963,33721,150000
"3153","Nooksack","Pink",1965,69430,12500
"3173","Nooksack","Pink",1967,42663,20000
"31911","Nooksack","Pink",1969,104304,15000
"3217","Nooksack","Pink",1971,149130,40000
"32310","Nooksack","Pink",1973,107173,75000
"32512","Nooksack","Pink",1975,48009,36000
"3273","Nooksack","Pink",1977,176743,25000
"32912","Nooksack","Pink",1979,76096,31406
"33112","Nooksack","Pink",1981,90925,15000
"3337","Nooksack","Pink",1983,42862,60000
"3356","Nooksack","Pink",1985,42325,23000
"3372","Nooksack","Pink",1987,198072,37003
"3392","Nooksack","Pink",1989,54490,136000
"3411","Nooksack","Pink",1991,58215,24002
"34310","Nooksack","Pink",1993,247062,56004
"3452","Nooksack","Pink",1995,31053,220020
"3472","Nooksack","Pink",1997,97446,26000
"3492","Nooksack","Pink",1999,244059,95000
"3513","Nooksack","Pink",2001,61158,226000
"35311","Nooksack","Pink",2003,17693,51011
"35510","Nooksack","Pink",2005,20357,13627
"3572","Nooksack","Pink",2007,55265,18994
"3602","Fraser","Pink",1961,2320000,1094000
"36211","Fraser","Pink",1963,12963000,1953000
"3643","Fraser","Pink",1965,3931000,1191000
"3662","Fraser","Pink",1967,9763000,1831000
"36811","Fraser","Pink",1969,6801000,1529000
"3705","Fraser","Pink",1971,4894000,1804000
"37211","Fraser","Pink",1973,8209000,1754000
"3746","Fraser","Pink",1975,14404000,1367000
"3762","Fraser","Pink",1977,18685000,2388000
"3782","Fraser","Pink",1979,15346000,3561000
"38011","Fraser","Pink",1981,19104000,4488000
"3829","Fraser","Pink",1983,7172000,4632000
"3841","Fraser","Pink",1985,16484000,6461000
"38610","Fraser","Pink",1987,22180000,3224000
"38810","Fraser","Pink",1989,16983000,7189000
"3902","Fraser","Pink",1991,12904000,12949000
"3922","Fraser","Pink",1993,8176000,10768000
"3943","Fraser","Pink",1995,3586000,7175000
"3961","Fraser","Pink",1997,21174000,2842000
"39811","Fraser","Pink",1999,2.6e+07,3422000
"40011","Fraser","Pink",2001,1e+07,19725000
"40111","BC South (no Fraser)","Pink",1953,810000,774700
"40211","BC South (no Fraser)","Pink",1954,1505671,568550
"4032","BC South (no Fraser)","Pink",1955,1134900,810000
"4042","BC South (no Fraser)","Pink",1956,2125741,585625
"4052","BC South (no Fraser)","Pink",1957,2475602,1134900
"4062","BC South (no Fraser)","Pink",1958,574348,754600
"40711","BC South (no Fraser)","Pink",1959,2911893,966876
"4084","BC South (no Fraser)","Pink",1960,1441336,226950
"4092","BC South (no Fraser)","Pink",1961,3695214,1093450
"41011","BC South (no Fraser)","Pink",1962,1480699,684425
"4112","BC South (no Fraser)","Pink",1963,1044764,1703102
"4122","BC South (no Fraser)","Pink",1964,4769730,619750
"4132","BC South (no Fraser)","Pink",1965,1092892,618775
"41410","BC South (no Fraser)","Pink",1966,5194673,1322575
"4156","BC South (no Fraser)","Pink",1967,332153,346110
"4162","BC South (no Fraser)","Pink",1968,3576126,1476875
"4172","BC South (no Fraser)","Pink",1969,1589721,214050
"41811","BC South (no Fraser)","Pink",1970,1495889,1149655
"4193","BC South (no Fraser)","Pink",1971,2187305,925850
"4208","BC South (no Fraser)","Pink",1972,2713162,713150
"4214","BC South (no Fraser)","Pink",1973,2243271,1167313
"42210","BC South (no Fraser)","Pink",1974,5569229,1122400
"4231","BC South (no Fraser)","Pink",1975,758891,1553480
"4241","BC South (no Fraser)","Pink",1976,2439768,1677735
"4251","BC South (no Fraser)","Pink",1977,709977,271014
"4263","BC South (no Fraser)","Pink",1978,2607745,1089485
"4272","BC South (no Fraser)","Pink",1979,1987123,285677
"4281","BC South (no Fraser)","Pink",1980,740024,1405716
"4292","BC South (no Fraser)","Pink",1981,2814116,1101723
"4302","BC South (no Fraser)","Pink",1982,598056,545824
"4312","BC South (no Fraser)","Pink",1983,1968397,1578116
"4322","BC South (no Fraser)","Pink",1984,1931171,358582
"4332","BC South (no Fraser)","Pink",1985,947566,942297
"4342","BC South (no Fraser)","Pink",1986,2868493,1358698
"4352","BC South (no Fraser)","Pink",1987,1626840,470566
"4362","BC South (no Fraser)","Pink",1988,7518783,1874016
"4372","BC South (no Fraser)","Pink",1989,809628,448840
"4382","BC South (no Fraser)","Pink",1990,3597871,3465219
"4392","BC South (no Fraser)","Pink",1991,1387174,419862
"4402","BC South (no Fraser)","Pink",1992,1504524,2375842
"4412","BC South (no Fraser)","Pink",1993,461637,668427
"4422","BC South (no Fraser)","Pink",1994,2554228,1263668
"4432","BC South (no Fraser)","Pink",1995,639179,305978
"4442","BC South (no Fraser)","Pink",1996,2319421,2476033
"4452","BC South (no Fraser)","Pink",1997,829321,436875
"4462","BC South (no Fraser)","Pink",1998,6478855,2193380
"4472","BC South (no Fraser)","Pink",1999,2550996,827921
"4482","BC South (no Fraser)","Pink",2000,1041069,5021355
"4492","BC South (no Fraser)","Pink",2001,762241,2166806
"4502","BC South (no Fraser)","Pink",2002,1579978,891317
"4513","BC South (no Fraser)","Pink",2003,825962,503333
"4522","BC South (no Fraser)","Pink",2004,646666,1466179
"4532","BC South (no Fraser)","Pink",2005,801891,747203
"4543","BC South (no Fraser)","Pink",2006,554342,586250
"4553","BC South (no Fraser)","Pink",2007,3106413,784977
"4563","BC South (no Fraser)","Pink",2008,1409385,537051
"4593","Area 10","Pink",1980,18092,3110
"4603","Area 10","Pink",1981,88510,101868
"4613","Area 10","Pink",1982,10133,13995
"4623","Area 10","Pink",1983,80981,70524
"4633","Area 10","Pink",1984,80448,5442
"4643","Area 10","Pink",1985,50729,54852
"4653","Area 10","Pink",1986,90887,41207
"4663","Area 10","Pink",1987,49308,28210
"4673","Area 10","Pink",1988,223633,27990
"4683","Area 10","Pink",1989,34393,39180
"4693","Area 10","Pink",1990,77305,62200
"4703","Area 10","Pink",1991,28537,23508
"4714","Area 10","Pink",1992,14264,3110
"4723","Area 10","Pink",1993,42377,15672
"4733","Area 10","Pink",1994,10533,3110
"4743","Area 10","Pink",1995,6913,40747
"4753","Area 10","Pink",1996,933,9796
"4773","Area 10","Pink",1998,28638,933
"4792","Area 10","Pink",2000,155499,28638
"4822","Area 10","Pink",2003,7883,78360
"4843","Area 10","Pink",2005,7836,7883
"4853","Area 10","Pink",2006,977,544
"4863","Area 10","Pink",2007,14888,7836
"4893","Area 9","Pink",1980,199085,249124
"4903","Area 9","Pink",1981,222173,256519
"4914","Area 9","Pink",1982,257423,196255
"4923","Area 9","Pink",1983,678803,201633
"4933","Area 9","Pink",1984,553284,174691
"4943","Area 9","Pink",1985,379222,554264
"4953","Area 9","Pink",1986,685950,399918
"4963","Area 9","Pink",1987,80794,265451
"4973","Area 9","Pink",1988,597823,461354
"4983","Area 9","Pink",1989,11520,75581
"4993","Area 9","Pink",1990,468510,420643
"5002","Area 9","Pink",1991,21835,9466
"5012","Area 9","Pink",1992,143443,269256
"5022","Area 9","Pink",1993,36895,19347
"5032","Area 9","Pink",1994,538590,123603
"5042","Area 9","Pink",1995,333058,32632
"5052","Area 9","Pink",1996,257548,538590
"5062","Area 9","Pink",1997,201889,333057
"5072","Area 9","Pink",1998,475828,257548
"5082","Area 9","Pink",1999,2097975,201889
"5092","Area 9","Pink",2000,1299772,475828
"5102","Area 9","Pink",2001,1082461,2097975
"5112","Area 9","Pink",2002,226773,1299772
"5121","Area 9","Pink",2003,1013885,1082461
"5131","Area 9","Pink",2004,64865,226773
"5142","Area 9","Pink",2005,648118,1013885
"5152","Area 9","Pink",2006,27459,64865
"5162","Area 9","Pink",2007,633070,648118
"5172","Area 9","Pink",2008,13654,27459
"5202","Area 8","Pink",1980,420655,2074700
"5212","Area 8","Pink",1981,3470699,1330042
"5222","Area 8","Pink",1982,1840243,380193
"5232","Area 8","Pink",1983,6491320,2659321
"5242","Area 8","Pink",1984,9433748,1665639
"5252","Area 8","Pink",1985,1126547,5242503
"5262","Area 8","Pink",1986,12795649,6001800
"5272","Area 8","Pink",1987,1136457,714359
"5282","Area 8","Pink",1988,7537638,4082077
"5292","Area 8","Pink",1989,4500245,975014
"5302","Area 8","Pink",1990,8934512,3885092
"5312","Area 8","Pink",1991,2413689,4384679
"5322","Area 8","Pink",1992,1210831,6223585
"5332","Area 8","Pink",1993,1404546,2155793
"5342","Area 8","Pink",1994,3664438,647929
"5352","Area 8","Pink",1995,3093860,1167254
"5362","Area 8","Pink",1996,1654236,3261740
"5372","Area 8","Pink",1997,1847704,2666749
"5382","Area 8","Pink",1998,2615419,1133301
"5392","Area 8","Pink",1999,4486530,1722402
"5402","Area 8","Pink",2000,4210344,2548076
"5412","Area 8","Pink",2001,2237423,3681637
"5421","Area 8","Pink",2002,1508434,3177073
"5431","Area 8","Pink",2003,2062648,1704250
"5441","Area 8","Pink",2004,498015,1179982
"5452","Area 8","Pink",2005,1455913,1594070
"5462","Area 8","Pink",2006,663922,435444
"5472","Area 8","Pink",2007,2050390,1226283
"5482","Area 8","Pink",2008,339092,658273
"5512","Area 7","Pink",1980,401669,298605
"5522","Area 7","Pink",1981,511027,457300
"5532","Area 7","Pink",1982,379552,223752
"5542","Area 7","Pink",1983,1430120,428705
"5552","Area 7","Pink",1984,998136,248008
"5562","Area 7","Pink",1985,362412,511671
"5572","Area 7","Pink",1986,822374,281224
"5582","Area 7","Pink",1987,511518,134444
"5592","Area 7","Pink",1988,932001,401367
"5602","Area 7","Pink",1989,532341,473344
"5613","Area 7","Pink",1990,458291,548637
"5622","Area 7","Pink",1991,446619,374654
"5632","Area 7","Pink",1992,370203,393342
"5642","Area 7","Pink",1993,303077,427300
"5652","Area 7","Pink",1994,409181,358046
"5662","Area 7","Pink",1995,358577,264842
"5672","Area 7","Pink",1996,287413,388750
"5682","Area 7","Pink",1997,340008,330926
"5692","Area 7","Pink",1998,328947,279999
"5702","Area 7","Pink",1999,1065074,289834
"5712","Area 7","Pink",2000,686730,326505
"5721","Area 7","Pink",2001,697310,820377
"5731","Area 7","Pink",2002,534031,591202
"5741","Area 7","Pink",2003,435415,660513
"5751","Area 7","Pink",2004,71434,411876
"5762","Area 7","Pink",2005,453065,402113
"5772","Area 7","Pink",2006,108987,67051
"5782","Area 7","Pink",2007,894837,448200
"5793","Area 7","Pink",2008,102282,108987
"5823","Area 6","Pink",1980,1223040,1224521
"5833","Area 6","Pink",1981,4429511,629079
"5843","Area 6","Pink",1982,1769601,637204
"5853","Area 6","Pink",1983,3277971,841521
"5863","Area 6","Pink",1984,7045970,1152632
"5873","Area 6","Pink",1985,1967805,1755719
"5883","Area 6","Pink",1986,10388250,2392111
"5893","Area 6","Pink",1987,1012405,1024572
"5903","Area 6","Pink",1988,3157793,2445806
"5913","Area 6","Pink",1989,1408024,958053
"5923","Area 6","Pink",1990,1381108,1214688
"5933","Area 6","Pink",1991,441784,872189
"5943","Area 6","Pink",1992,494391,814689
"5953","Area 6","Pink",1993,1078184,431279
"5963","Area 6","Pink",1994,2051862,376551
"5973","Area 6","Pink",1995,649550,1042237
"5983","Area 6","Pink",1996,1513700,1549161
"5993","Area 6","Pink",1997,1167670,514692
"6003","Area 6","Pink",1998,4475020,931521
"6014","Area 6","Pink",1999,4384985,1149434
"6023","Area 6","Pink",2000,1501247,2920975
"6032","Area 6","Pink",2001,7453515,2722140
"6042","Area 6","Pink",2002,1254314,985360
"60510","Area 6","Pink",2003,6496639,3041512
"60610","Area 6","Pink",2004,483850,1186638
"60711","Area 6","Pink",2005,4198752,2591534
"60811","Area 6","Pink",2006,317779,474557
"60911","Area 6","Pink",2007,4426751,2501153
"6103","Area 6","Pink",2008,483077,317048
"61510","Area 5","Pink",1982,512704,154174
"6162","Area 5","Pink",1983,497738,151160
"61711","Area 5","Pink",1984,676169,314744
"6187","Area 5","Pink",1985,250218,324255
"6192","Area 5","Pink",1986,371040,419977
"62011","Area 5","Pink",1987,483026,176293
"6216","Area 5","Pink",1988,402882,263105
"62211","Area 5","Pink",1989,215876,303909
"62311","Area 5","Pink",1990,92731,291473
"62411","Area 5","Pink",1991,123890,111852
"62511","Area 5","Pink",1992,149812,60988
"62611","Area 5","Pink",1993,332297,76621
"6273","Area 5","Pink",1994,709190,96948
"62811","Area 5","Pink",1995,252284,203219
"62911","Area 5","Pink",1996,370339,439378
"63011","Area 5","Pink",1997,760231,189336
"63111","Area 5","Pink",1998,741424,306081
"63211","Area 5","Pink",1999,899982,512524
"6333","Area 5","Pink",2000,1047999,531248
"63410","Area 5","Pink",2001,632695,620695
"63510","Area 5","Pink",2002,392599,786316
"63610","Area 5","Pink",2003,909023,486769
"63710","Area 5","Pink",2004,98756,293557
"6388","Area 5","Pink",2005,465015,707232
"6392","Area 5","Pink",2006,101065,79227
"64011","Area 5","Pink",2007,537097,347684
"64111","Area 5","Pink",2008,148199,83738
"64611","Area 4","Pink",1982,6277830,1512518
"64711","Area 4","Pink",1983,6783142,4785874
"64811","Area 4","Pink",1984,8682021,2397537
"64911","Area 4","Pink",1985,9279110,3034552
"6503","Area 4","Pink",1986,4503945,3615959
"65110","Area 4","Pink",1987,12310582,4275669
"65211","Area 4","Pink",1988,11477478,1624346
"65311","Area 4","Pink",1989,28393718,6253915
"65411","Area 4","Pink",1990,5183951,5658849
"65511","Area 4","Pink",1991,3330555,7962665
"6567","Area 4","Pink",1992,925668,1578092
"65711","Area 4","Pink",1993,10049265,1235944
"65811","Area 4","Pink",1994,11614814,398018
"65911","Area 4","Pink",1995,1490587,3517183
"66011","Area 4","Pink",1996,611992,4146885
"66111","Area 4","Pink",1997,3743745,777122
"6627","Area 4","Pink",1998,1745266,474881
"66311","Area 4","Pink",1999,4871277,1723389
"6647","Area 4","Pink",2000,1899016,770885
"6652","Area 4","Pink",2001,5784389,2319722
"6662","Area 4","Pink",2002,3160778,1026774
"66710","Area 4","Pink",2003,4921338,3457105
"6682","Area 4","Pink",2004,537933,1674614
"66910","Area 4","Pink",2005,2907484,3022015
"67010","Area 4","Pink",2006,295567,303875
"67111","Area 4","Pink",2007,8349787,1556228
"67211","Area 4","Pink",2008,888235,189602
"67711","Area 3","Pink",1982,1860891,805103
"67811","Area 3","Pink",1983,1711064,965159
"6796","Area 3","Pink",1984,1431913,835721
"68011","Area 3","Pink",1985,1290738,834056
"6819","Area 3","Pink",1986,594881,631773
"6823","Area 3","Pink",1987,2505836,575438
"68310","Area 3","Pink",1988,588078,280729
"68411","Area 3","Pink",1989,3513689,1047108
"6854","Area 3","Pink",1990,719158,328158
"68611","Area 3","Pink",1991,1928110,676794
"6875","Area 3","Pink",1992,445259,381225
"6883","Area 3","Pink",1993,1664543,596420
"6893","Area 3","Pink",1994,1367867,293068
"69011","Area 3","Pink",1995,642564,664872
"6914","Area 3","Pink",1996,401328,669992
"69211","Area 3","Pink",1997,2298048,417234
"69311","Area 3","Pink",1998,892847,285449
"69411","Area 3","Pink",1999,2219304,850870
"69511","Area 3","Pink",2000,2300362,625561
"69610","Area 3","Pink",2001,2162655,1523590
"6972","Area 3","Pink",2002,2397739,1664252
"69810","Area 3","Pink",2003,2651663,1635560
"6993","Area 3","Pink",2004,456808,1546595
"70010","Area 3","Pink",2005,1807920,1853308
"70110","Area 3","Pink",2006,192579,399261
"70211","Area 3","Pink",2007,1496402,1171782
"7033","Area 3","Pink",2008,860410,173302
"70611","Area 2W","Pink",1980,204652,272135
"7088","Area 2W","Pink",1982,230120,188983
"71011","Area 2W","Pink",1984,539510,109740
"71211","Area 2W","Pink",1986,349712,438545
"7149","Area 2W","Pink",1988,570901,280896
"71611","Area 2W","Pink",1990,281777,291506
"71811","Area 2W","Pink",1992,196759,164101
"7204","Area 2W","Pink",1994,254782,156004
"72211","Area 2W","Pink",1996,853244,254782
"72411","Area 2W","Pink",1998,996731,376631
"7264","Area 2W","Pink",2000,406912,492497
"7281","Area 2W","Pink",2002,95175,385334
"73010","Area 2W","Pink",2004,58505,67612
"7322","Area 2W","Pink",2006,80936,41380
